GHCND:AQC00914000:DAPR,MDPR,PRCP,SNOW,SNWD
GHCND:AQC00914005:DAPR,MDPR,PRCP,SNOW,SNWD
GHCND:AQC00914021:PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05
GHCND:AQC00914060:DAPR,MDPR,PRCP,SNOW,SNWD
GHCND:AQC00914135:DAPR,MDPR,PRCP,SNOW,SNWD
GHCND:AQC00914138:DAPR,MDPR,PRCP,SNOW,SNWD
GHCND:AQC00914145:PRCP,SNOW,SNWD,WT03
GHCND:AQC00914149:DAPR,MDPR,PRCP,SNOW,SNWD
GHCND:AQC00914397:DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT03
GHCND:AQC00914594:DAPR,MDPR,PRCP,SNOW,SNWD
GHCND:AQC00914822:DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN
GHCND:AQC00914869:DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,WDMV,WT03,WT05
GHCND:AQC00914873:DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT06,WT11
GHCND:AQC00914902:DAPR,MDPR,PRCP,SNOW,SNWD
GHCND:AQC00914912:DAPR,MDPR,PRCP,SNOW,SNWD
GHCND:AQW00061705:ACMH,ACSH,AWND,DAEV,DAWM,EVAP,FMTM,MDEV,MDWM,MNPN,MXPN,PGTM,PRCP,PSUN,SNOW,SNWD,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WDMV,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT03,WT05,WT08,WT10,WT13,WT14,WT16,WV20
GHCND:CA001102420:MDPR,PRCP
GHCND:CA001103635:MDPR,PRCP
GHCND:CA001135126:MDPR,PRCP,SNOW,SNWD,TMAX,TMIN
GHCND:CA001144230:MDPR,PRCP
GHCND:CA001146000:MDPR,PRCP,TMAX,TMIN
GHCND:CA004032335:MDPR,PRCP,TMAX,TMIN
GHCND:CA004034912:MDPR,PRCP,TMAX,TMIN
GHCND:CA004038116:MDPR,PRCP,SNOW,SNWD,TMAX,TMIN
GHCND:CA004038740:MDPR,PRCP,TMAX,TMIN
GHCND:CA005020882:PRCP,SNWD,TMAX,TMIN
GHCND:CA006020559:MDPR,PRCP,SNOW,SNWD,TMAX,TMIN
GHCND:CA006057595:MDPR,PRCP,TMAX,TMIN
GHCND:CA006135657:MDPR,PRCP,SNOW,SNWD,TMAX,TMIN
GHCND:CA006139533:MDPR,PRCP,TMAX,TMIN
GHCND:CA00810AL00:MDPR,PRCP,SNOW,SNWD,TMAX,TMIN
GHCND:CQC00914080:DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
GHCND:CQC00914379:DAPR,MDPR,PRCP,SNOW,SNWD
GHCND:CQC00914801:DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN
GHCND:CQC00914855:AWND,DAPR,MDPR,PGTM,PRCP,SNOW,SNWD,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT08,WT10
GHCND:CQC00914860:DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT11
GHCND:CQC00914861:DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
GHCND:CQC00914874:DAPR,MDPR,PRCP,SNOW,SNWD
